comm_i,comm_j,n_companies,exit_rate,failure_rate,ipo_rate,ma_rate,survival_rate,avg_capital,avg_rounds,risk_adjusted
14,26,19,5.263157894736842,0.0,0.0,5.263157894736842,94.73684210526316,12.92458395989975,7.684210526315789,5.263157894736842
16,19,18,22.22222222222222,0.0,22.22222222222222,0.0,77.77777777777779,22.989799783549785,6.722222222222222,22.22222222222222
6,17,25,4.0,4.0,0.0,4.0,92.0,8.51079746031746,10.52,0.0
16,17,9,0.0,0.0,0.0,0.0,100.0,17.585357142857145,11.222222222222221,0.0
19,21,7,28.57142857142857,0.0,14.285714285714285,14.285714285714285,71.42857142857143,22.184683673469387,6.714285714285714,28.57142857142857
1,17,60,8.333333333333332,3.3333333333333335,0.0,8.333333333333332,88.33333333333333,7.917917624521073,9.016666666666667,4.999999999999998
4,17,70,10.0,0.0,0.0,10.0,90.0,6.469984004884004,7.9714285714285715,10.0
14,17,14,14.285714285714285,7.142857142857142,0.0,14.285714285714285,78.57142857142858,17.12275,6.857142857142857,7.142857142857142
17,23,9,22.22222222222222,11.11111111111111,0.0,22.22222222222222,66.66666666666667,19.348703703703706,8.11111111111111,11.11111111111111
4,11,147,6.122448979591836,6.802721088435375,0.0,6.122448979591836,87.0748299319728,4.961262088921179,9.07482993197279,-0.6802721088435382
11,16,36,2.7777777777777777,2.7777777777777777,2.7777777777777777,0.0,94.44444444444444,10.05131891204034,9.5,0.0
2,12,43,4.651162790697675,16.27906976744186,0.0,4.651162790697675,79.06976744186048,7.602011943618734,8.418604651162791,-11.627906976744185
2,13,61,3.278688524590164,4.918032786885246,0.0,3.278688524590164,91.80327868852459,10.057885444947209,9.049180327868852,-1.639344262295082
12,13,15,6.666666666666667,0.0,0.0,6.666666666666667,93.33333333333333,19.151400432900427,13.4,6.666666666666667
10,21,26,15.384615384615385,0.0,0.0,15.384615384615385,84.61538461538461,11.310682844932844,7.153846153846154,15.384615384615385
4,26,40,7.5,7.5,7.5,0.0,85.00000000000001,7.010986615948155,7.025,0.0
8,19,13,15.384615384615385,0.0,15.384615384615385,0.0,84.61538461538461,26.419686507936504,5.6923076923076925,15.384615384615385
19,23,8,12.5,12.5,12.5,0.0,75.0,45.385221861471855,7.75,0.0
5,12,55,5.454545454545454,9.090909090909092,0.0,5.454545454545454,85.45454545454545,4.739832466144966,9.8,-3.6363636363636376
5,17,47,8.51063829787234,4.25531914893617,0.0,8.51063829787234,87.2340425531915,6.996435990338162,8.02127659574468,4.25531914893617
12,17,8,12.5,12.5,0.0,12.5,75.0,14.199416666666666,7.875,0.0
8,10,29,3.4482758620689653,3.4482758620689653,3.4482758620689653,0.0,93.10344827586208,6.445960884353743,8.03448275862069,0.0
11,12,22,4.545454545454546,4.545454545454546,0.0,4.545454545454546,90.90909090909092,4.347882034632034,12.909090909090908,0.0
11,26,6,0.0,0.0,0.0,0.0,100.0,7.062555555555555,6.166666666666667,0.0
