investor,green_focus,investor_type,betweenness,degree,total_deals,n_green_neighbors,n_trad_neighbors,cross_type,bridge_score
Sylvain Theveniaud,GREEN_VC,GVC,2.499823989181714e-07,5,1,2,3,True,2.9997887870180568e-06
Analog Devices,TRADITIONAL,OTHER,2.4891498553867696e-07,2,1,2,0,False,7.467449566160309e-07
Foreis,GREEN_VC,GVC,2.487794270331333e-07,4,1,4,0,False,1.2438971351656665e-06
Inspire Impact,GREEN_VC,IVC,2.482916352051166e-07,8,1,7,1,True,3.972666163281866e-06
Liverpool Partners,GREEN_VC,IVC,2.482916352051166e-07,8,1,7,1,True,3.972666163281866e-06
Joshua Ismin,GREEN_VC,GVC,2.4711564113161163e-07,11,1,6,5,True,1.0378856927527689e-05
Daniel Ruben,GREEN_VC,GVC,2.4711564113161163e-07,11,1,6,5,True,1.0378856927527689e-05
Martas Explorers,GREEN_VC,OTHER,2.4711564113161163e-07,11,1,6,5,True,1.0378856927527689e-05
IQ-EQ,TRADITIONAL,OTHER,2.4653912966481805e-07,4,1,3,1,True,1.9723130373185444e-06
Taiyou Fund,GREEN_VC,GVC,2.4569567026035585e-07,5,3,3,2,True,2.94834804312427e-06
Gladium,GREEN_VC,GVC,2.4548093738469585e-07,5,1,5,0,False,1.472885624308175e-06
Yuncture Invest,GREEN_VC,GVC,2.4548093738469585e-07,4,2,3,1,True,1.963847499077567e-06
Lars Westerlund,GREEN_VC,GVC,2.4548093738469585e-07,2,1,2,0,False,7.364428121540875e-07
Mark Hartney,GREEN_VC,GVC,2.4548093738469585e-07,5,1,5,0,False,1.472885624308175e-06
Louise Lundin,GREEN_VC,GVC,2.4548093738469585e-07,4,1,3,1,True,1.963847499077567e-06
Daremont Invest,TRADITIONAL,OTHER,2.4548093738469585e-07,4,1,4,0,False,1.2274046869234793e-06
Vintage Partners,TRADITIONAL,IVC,2.451894532189001e-07,8,1,2,6,True,5.148978517596902e-06
Alpha Partners,TRADITIONAL,IVC,2.451894532189001e-07,8,1,2,6,True,5.148978517596902e-06
Impact Bakery,GREEN_VC,Impact_VC,2.4513648193894203e-07,5,1,2,3,True,2.9416377832673044e-06
Sydney Angels,TRADITIONAL,Angel_Network,2.4473351101239746e-07,3,2,3,0,False,9.789340440495899e-07
Blue Horizon Advisors,TRADITIONAL,OTHER,2.4467916136256374e-07,6,1,5,1,True,2.936149936350765e-06
UCEA Capital Partners,GREEN_VC,OTHER,2.4427376753135336e-07,5,1,3,2,True,2.9312852103762403e-06
MB Energy Partners,GREEN_VC,OTHER,2.4418843405017866e-07,19,2,16,3,True,1.6604813515412148e-05
IS Dongseo,GREEN_VC,GVC,2.4418843405017866e-07,19,2,16,3,True,1.6604813515412148e-05
SLC Ventures,TRADITIONAL,OTHER,2.436099242935312e-07,5,2,5,0,False,1.4616595457611872e-06
Tech Invest Group,TRADITIONAL,OTHER,2.4307534914284876e-07,8,1,4,4,True,6.076883728571219e-06
Alain Afflelou,TRADITIONAL,GVC,2.4307534914284876e-07,8,1,4,4,True,6.076883728571219e-06
BluePrint Partners,TRADITIONAL,OTHER,2.4307534914284876e-07,8,1,4,4,True,6.076883728571219e-06
Kibbutz Yotvata,GREEN_VC,GVC,2.428932845207633e-07,6,1,2,4,True,3.6433992678114496e-06
Wellcome Trust,GREEN_VC,Impact_VC,2.4279888071900825e-07,10,1,7,3,True,7.769564183008264e-06
CBRE Caledon,GREEN_VC,IVC,2.4279888071900825e-07,10,1,7,3,True,7.769564183008264e-06
Altana,GREEN_VC,GVC,2.4145371953809645e-07,6,4,4,2,True,3.6218057930714463e-06
Weobly Group,GREEN_VC,GVC,2.393399660695702e-07,3,2,1,2,True,1.4360397964174213e-06
Inherent Group,GREEN_VC,IVC,2.391719339553329e-07,5,1,2,2,True,2.152547405597996e-06
Shanghai Yuema Investment Management,GREEN_VC,GVC,2.390836569983995e-07,3,1,3,0,False,9.56334627993598e-07
Japan Material Technologies,GREEN_VC,GVC,2.390070855445584e-07,3,2,0,3,False,9.560283421782337e-07
PNT Invest,GREEN_VC,GVC,2.3890369530782126e-07,5,2,3,2,True,2.8668443436938553e-06
Hyogo Bender Engineering,TRADITIONAL,OTHER,2.384466633752648e-07,2,1,2,0,False,7.153399901257944e-07
Gloria Baeuerlein,GREEN_VC,GVC,2.3763966531131823e-07,8,1,4,4,True,5.940991632782956e-06
Cinco Capital,GREEN_VC,GVC,2.3763966531131823e-07,8,1,4,4,True,5.940991632782956e-06
Fundamental Advisors,GREEN_VC,GVC,2.374370115729335e-07,2,1,0,1,False,4.74874023145867e-07
FIGR Ventures,GREEN_VC,OTHER,2.3673988366464096e-07,14,1,9,5,True,1.4204393019878459e-05
Ag-tech VC,GREEN_VC,OTHER,2.3655344043053813e-07,6,1,4,2,True,3.5483016064580717e-06
Yongshi Capital,TRADITIONAL,OTHER,2.3460951825014533e-07,3,1,2,1,True,1.407657109500872e-06
Yantai Moon Company,GREEN_VC,GVC,2.3460951825014533e-07,2,2,2,0,False,7.03828554750436e-07
Neeo Fund,TRADITIONAL,OTHER,2.3460951825014533e-07,3,1,2,1,True,1.407657109500872e-06
Bridge - SNSF,GREEN_VC,GVC,2.3450201744674042e-07,3,4,3,0,False,9.380080697869617e-07
Unilever,TRADITIONAL,GVC,2.3419233029875372e-07,2,2,1,1,True,9.367693211950149e-07
Santa Cruz Ventures,TRADITIONAL,OTHER,2.3204990338277293e-07,7,1,5,2,True,4.176898260889912e-06
Will & Jada Smith Family Foundation,GREEN_VC,Impact_VC,2.3169766249067155e-07,2,1,2,0,False,6.950929874720146e-07
Archipel Ventures,TRADITIONAL,OTHER,2.3110067560818978e-07,2,1,2,0,False,6.933020268245694e-07
Daniel Hagedorn,GREEN_VC,GVC,2.3004220484094253e-07,13,2,11,2,True,8.281519374273933e-06
Ajax Health,TRADITIONAL,IVC,2.3002451506938045e-07,13,2,2,11,True,8.280882542497696e-06
Casdin Capital,TRADITIONAL,IVC,2.3002451506938045e-07,13,2,2,11,True,8.280882542497696e-06
OrbiMed,TRADITIONAL,IVC,2.3002451506938045e-07,13,2,2,11,True,8.280882542497696e-06
Kyocera Ventures,GREEN_VC,IVC,2.297629961726093e-07,3,2,3,0,False,9.190519846904372e-07
J4.Ventures,TRADITIONAL,IVC,2.2976222860515999e-07,11,2,5,6,True,9.65001360141672e-06
Paragon Adventures,TRADITIONAL,OTHER,2.2950125168024766e-07,4,1,2,2,True,2.065511265122229e-06
Rahul Mehta,TRADITIONAL,OTHER,2.291393062821413e-07,3,1,0,3,False,9.165572251285652e-07
CV VC,ESG_ALIGNED,CVC,2.2829412613438972e-07,13,4,9,4,True,1.1414706306719488e-05
2048 Ventures,TRADITIONAL,IVC,2.2810060103778894e-07,6,3,5,1,True,2.7372072124534673e-06
Consultive Västerås,TRADITIONAL,OTHER,2.28005962130568e-07,9,2,6,3,True,6.384166939655904e-06
Swedish Incubators & Science Parks,GREEN_VC,GVC,2.28005962130568e-07,3,1,2,1,True,1.3680357727834079e-06
Tunberg i Stehag AB,GREEN_VC,GVC,2.28005962130568e-07,9,3,5,4,True,6.84017886391704e-06
Paab,TRADITIONAL,GVC,2.28005962130568e-07,9,3,6,3,True,6.384166939655904e-06
Hutchison Kinrot,GREEN_VC,GVC,2.2791136866888068e-07,4,4,1,3,True,1.8232909493510455e-06
John Zyskind,GREEN_VC,GVC,2.2791136866888068e-07,8,1,3,5,True,5.469872848053137e-06
Ron Dembo,GREEN_VC,GVC,2.2791108537654243e-07,9,1,7,2,True,5.469866049037019e-06
Hypothesis Studio,TRADITIONAL,IVC,2.2790114845396525e-07,4,1,3,1,True,1.823209187631722e-06
Terra Nova Ventures,GREEN_VC,IVC,2.2784789367966869e-07,2,1,1,1,True,9.113915747186747e-07
Piotr Jakubowski,GREEN_VC,GVC,2.2745526320578935e-07,9,1,7,2,True,5.458926316938944e-06
Pierre-Pascal Urbon,GREEN_VC,GVC,2.2734523116075226e-07,9,2,6,2,True,4.774249854375798e-06
Marcus Marchant,GREEN_VC,GVC,2.2733006131271617e-07,9,1,8,1,True,4.091941103628891e-06
Pascal Karsenti,GREEN_VC,GVC,2.2733006131271617e-07,9,1,8,1,True,4.091941103628891e-06
Katya Akulinicheva,GREEN_VC,GVC,2.2733006131271617e-07,9,1,8,1,True,4.091941103628891e-06
Alexandre Berriche,GREEN_VC,GVC,2.2723394069950726e-07,8,1,5,3,True,5.4536145767881744e-06
Tobias Schütt,GREEN_VC,GVC,2.2723394069950726e-07,8,1,5,3,True,5.4536145767881744e-06
Julian Teicke,TRADITIONAL,OTHER,2.2723394069950726e-07,8,1,6,2,True,4.771912754689652e-06
Black Kite Capital,TRADITIONAL,IVC,2.2721968558786147e-07,6,1,5,1,True,2.7266362270543377e-06
AIM Investment,GREEN_VC,GVC,2.268550825332068e-07,5,2,1,4,True,2.268550825332068e-06
Double Capital,GREEN_VC,IVC,2.268550825332068e-07,6,1,1,5,True,2.7222609903984815e-06
Hisstory Venture Investments,TRADITIONAL,OTHER,2.268550825332068e-07,5,1,2,3,True,2.7222609903984815e-06
Dongkuksteel Mill,TRADITIONAL,GVC,2.268550825332068e-07,6,1,2,4,True,3.4028262379981017e-06
Primera Capital,GREEN_VC,GVC,2.2665240308140658e-07,13,1,11,1,True,5.439657673953758e-06
Micah Rutiz,GREEN_VC,GVC,2.2665240308140658e-07,13,1,11,1,True,5.439657673953758e-06
Alejandro Ramirez,GREEN_VC,GVC,2.2665240308140658e-07,13,1,11,1,True,5.439657673953758e-06
BayBG,TRADITIONAL,GVC,2.2650612261585952e-07,9,3,4,5,True,6.795183678475786e-06
Zenrin,GREEN_VC,GVC,2.2615540841866957e-07,10,1,5,5,True,8.141594703072104e-06
Shinya Kimura,GREEN_VC,GVC,2.2615540841866957e-07,10,1,5,5,True,8.141594703072104e-06
Frontier Innovations,GREEN_VC,GVC,2.2615540841866957e-07,11,1,10,1,True,4.97541898521073e-06
Jalux,TRADITIONAL,OTHER,2.2615540841866957e-07,10,1,6,4,True,7.915439294653435e-06
Noriaki Ozaki,GREEN_VC,GVC,2.2615540841866957e-07,10,1,5,5,True,8.141594703072104e-06
Ryutaro Okada,GREEN_VC,GVC,2.2615540841866957e-07,10,1,5,5,True,8.141594703072104e-06
insprout,GREEN_VC,OTHER,2.2615540841866957e-07,11,1,10,1,True,4.97541898521073e-06
Future Partners,TRADITIONAL,OTHER,2.2615540841866957e-07,10,1,6,4,True,7.915439294653435e-06
Iwagin Jigyo Souzou Capital,GREEN_VC,GVC,2.2615540841866957e-07,11,1,10,1,True,4.97541898521073e-06
Q-Impact,GREEN_VC,Impact_VC,2.2514746978956513e-07,2,2,2,0,False,6.754424093686954e-07
Mohammed Al Amoudi,TRADITIONAL,GVC,2.250879896176671e-07,2,1,2,0,False,6.752639688530012e-07
Corporatum,TRADITIONAL,IVC,2.249325978574613e-07,4,2,3,1,True,1.7994607828596905e-06
DBT Venture Partner,GREEN_VC,GVC,2.2448535867508165e-07,2,2,1,1,True,8.979414347003266e-07
Richard van der Knaap,GREEN_VC,GVC,2.236139383160086e-07,6,1,3,3,True,3.5778230130561378e-06
Bruce Melizan,GREEN_VC,GVC,2.236139383160086e-07,6,1,3,3,True,3.5778230130561378e-06
Jeffrey Bussgang,TRADITIONAL,OTHER,2.2350608688557126e-07,8,1,2,6,True,4.693627824596997e-06
Ratan Tata,TRADITIONAL,GVC,2.2350608688557126e-07,8,1,2,6,True,4.693627824596997e-06
Project 11 Ventures,TRADITIONAL,OTHER,2.2350608688557126e-07,8,1,2,6,True,4.693627824596997e-06
Shimadzu Corporation,TRADITIONAL,GVC,2.231274427406101e-07,7,1,5,2,True,4.016293969330982e-06
Channel Angels,TRADITIONAL,IVC,2.2262558080749624e-07,6,2,3,2,True,2.671506969689955e-06
Emerson Ventures,GREEN_VC,OTHER,2.2262558080749624e-07,6,1,2,3,True,2.671506969689955e-06
The Ford Family Foundation,TRADITIONAL,GVC,2.2256002888351312e-07,4,1,3,1,True,1.780480231068105e-06
PALCapital Ventures,ESG_ALIGNED,IVC,2.2212502179270617e-07,11,1,5,6,True,9.32925091529366e-06
Cube Infrastructure Managers,GREEN_VC,IVC,2.215259546762068e-07,3,2,3,0,False,8.861038187048272e-07
CBS Bio Platforms,TRADITIONAL,OTHER,2.2093830738984542e-07,5,1,3,2,True,2.651259688678145e-06
Black Venture Capital Consortium,TRADITIONAL,OTHER,2.2042919602857266e-07,2,1,2,0,False,6.61287588085718e-07
Y&R Capital,GREEN_VC,GVC,2.2013743233857925e-07,4,1,3,1,True,1.761099458708634e-06
Martin Marietta,TRADITIONAL,GVC,2.196029850418348e-07,4,1,4,0,False,1.098014925209174e-06
Alexander Turnbull,GREEN_VC,GVC,2.192626644312769e-07,9,1,6,3,True,6.139354604075754e-06
Seed Capital,GREEN_VC,GVC,2.192626644312769e-07,9,1,6,3,True,6.139354604075754e-06
Steve Melhuish,TRADITIONAL,OTHER,2.192626644312769e-07,9,1,7,2,True,5.2623039463506455e-06
Gary Lee,GREEN_VC,GVC,2.192626644312769e-07,9,1,6,3,True,6.139354604075754e-06
Doug Parker,TRADITIONAL,GVC,2.192626644312769e-07,9,1,7,2,True,5.2623039463506455e-06
The 22 Fund,GREEN_VC,GVC,2.1920234315006915e-07,5,1,5,0,False,1.315214058900415e-06
TriplePoint Private Venture Credit BDC,TRADITIONAL,IVC,2.1869715288458918e-07,7,3,1,4,True,2.1869715288458916e-06
Rocket Lab,TRADITIONAL,OTHER,2.1841941747461278e-07,3,1,2,1,True,1.3105165048476766e-06
CA Toulouse 31,GREEN_VC,GVC,2.1829247687422716e-07,3,1,1,1,True,8.731699074969087e-07
Silver Comet Energy,GREEN_VC,GVC,2.1737720047820713e-07,12,1,5,7,True,1.0434105622953941e-05
King River Capital,TRADITIONAL,IVC,2.1737720047820713e-07,12,1,6,6,True,1.0651482823432148e-05
Stargush Capital,TRADITIONAL,OTHER,2.1673241853862118e-07,9,1,5,4,True,6.501972556158635e-06
Shanghai Science and Entrepreneurship Investment,GREEN_VC,GVC,2.1673241853862118e-07,9,1,4,5,True,6.5019725561586354e-06
Industrial Securities Company,TRADITIONAL,OTHER,2.1673241853862118e-07,9,2,5,4,True,6.501972556158635e-06
College Green Ventures,GREEN_VC,GVC,2.165177831468299e-07,4,1,3,1,True,1.7321422651746391e-06
Wolfgang Reitzle,TRADITIONAL,GVC,2.1537469531060279e-07,7,2,4,3,True,4.307493906212056e-06
Jim Snabe,TRADITIONAL,GVC,2.1537469531060279e-07,7,2,4,3,True,4.307493906212056e-06
Owl Investments,TRADITIONAL,OTHER,2.1492873092690962e-07,11,2,5,6,True,9.027006698930204e-06
OS Fund,GREEN_VC,GVC,2.1492873092690962e-07,11,2,4,7,True,8.597149237076384e-06
Tönnies Lebensmittel,TRADITIONAL,OTHER,2.1422762602614198e-07,9,1,5,4,True,6.426828780784258e-06
Zur Muehlen,GREEN_VC,GVC,2.1422762602614198e-07,9,1,4,5,True,6.42682878078426e-06
ApolloCapital,TRADITIONAL,OTHER,2.1422762602614198e-07,9,1,5,4,True,6.426828780784258e-06
Insud Pharma,TRADITIONAL,OTHER,2.1422762602614198e-07,9,1,5,4,True,6.426828780784258e-06
Barilla G. e R. Fratelli,TRADITIONAL,GVC,2.1422762602614198e-07,9,1,5,4,True,6.426828780784258e-06
Greg Rudin,GREEN_VC,GVC,2.1405620191879166e-07,10,1,3,7,True,6.849798461401333e-06
Aaron Vermut,TRADITIONAL,OTHER,2.1405620191879166e-07,10,1,4,6,True,7.491967067157709e-06
Justin Ip,GREEN_VC,GVC,2.1405620191879166e-07,10,1,3,7,True,6.849798461401333e-06
Looking Glass Hospitality Group,TRADITIONAL,OTHER,2.1405620191879166e-07,10,1,4,6,True,7.491967067157709e-06
David Bennett,TRADITIONAL,GVC,2.1405620191879166e-07,10,1,4,6,True,7.491967067157709e-06
Taiwania Capital Management,GREEN_VC,GVC,2.1325819019320418e-07,3,2,2,1,True,1.279549141159225e-06
Mücke Roth & Company,TRADITIONAL,OTHER,2.131846901267343e-07,10,1,5,5,True,7.674648844562434e-06
Sven Rittau,GREEN_VC,GVC,2.131846901267343e-07,10,1,4,6,True,7.4614641544357e-06
Clearsign Capital,TRADITIONAL,IVC,2.131846901267343e-07,10,1,5,5,True,7.674648844562434e-06
THE COMBINATOR,GREEN_VC,OTHER,2.131846901267343e-07,10,2,9,1,True,4.263693802534686e-06
The Social Chain,TRADITIONAL,OTHER,2.131846901267343e-07,10,2,5,5,True,7.674648844562434e-06
Caesar Business Angels,TRADITIONAL,Angel_Network,2.131846901267343e-07,10,1,5,5,True,7.674648844562434e-06
HW Capital,TRADITIONAL,OTHER,2.131846901267343e-07,10,1,5,5,True,7.674648844562434e-06
Jochen Krisch,GREEN_VC,GVC,2.131846901267343e-07,10,1,4,6,True,7.4614641544357e-06
Ferdinand Meyer,GREEN_VC,GVC,2.1304326152013718e-07,13,1,10,3,True,9.373903506886035e-06
Christoph Cordes,GREEN_VC,GVC,2.12888033883741e-07,7,1,5,2,True,3.831984609907338e-06
Anne-Marie Großmann,GREEN_VC,GVC,2.12888033883741e-07,7,1,5,2,True,3.831984609907338e-06
Julie Hussey,TRADITIONAL,IVC,2.128773769679119e-07,3,1,3,0,False,8.515095078716476e-07
Tonmoy Shingal,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Mukul Rustagi,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Namburu Varakumar,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Khadim Batti,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Murthy Aradhi,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Arjun Sheth,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Jasminder Gulati,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Bhuvan Gupta,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Nikheel Kamble,TRADITIONAL,OTHER,2.1282939133285025e-07,18,1,15,3,True,1.3621081045302416e-05
Pallav Singh,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Soumitra Mishra,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Saurabh Aggarwal,GREEN_VC,GVC,2.1282939133285025e-07,18,1,14,4,True,1.5962204349963767e-05
Julian Weselek,GREEN_VC,GVC,2.1261717499709693e-07,13,1,10,3,True,9.355155699872265e-06
Anton Rummel,GREEN_VC,GVC,2.1261717499709693e-07,13,1,10,3,True,9.355155699872265e-06
Diana Löwen,GREEN_VC,GVC,2.1261717499709693e-07,13,1,10,3,True,9.355155699872265e-06
Maximilian Backhaus,GREEN_VC,GVC,2.1261717499709693e-07,13,1,10,3,True,9.355155699872265e-06
Stephan Haslebacher,GREEN_VC,GVC,2.1261717499709693e-07,13,1,10,3,True,9.355155699872265e-06
Ante Spittler,GREEN_VC,GVC,2.1261717499709693e-07,13,1,10,3,True,9.355155699872265e-06
Courtney Nichols Gould,GREEN_VC,GVC,2.1210798657407098e-07,20,1,10,9,True,2.333187852314781e-05
Blue Angels Investment Group,TRADITIONAL,OTHER,2.1210798657407098e-07,20,1,11,8,True,2.2907662549999665e-05
Andrew Gellert,GREEN_VC,GVC,2.1210798657407098e-07,20,1,10,9,True,2.333187852314781e-05
Brandon Child,TRADITIONAL,OTHER,2.1210798657407098e-07,20,1,11,8,True,2.2907662549999665e-05
Pegasus Sustainable Finance,GREEN_VC,GVC,2.1210798657407098e-07,20,1,10,9,True,2.333187852314781e-05
Karmagawa,TRADITIONAL,OTHER,2.1210798657407098e-07,20,1,11,8,True,2.2907662549999665e-05
Jerod Mayo,TRADITIONAL,OTHER,2.1210798657407098e-07,20,1,11,8,True,2.2907662549999665e-05
Cristina Carlino,GREEN_VC,GVC,2.1210798657407098e-07,20,1,10,9,True,2.333187852314781e-05
SEED Innovations,GREEN_VC,GVC,2.1180336185086524e-07,6,4,5,1,True,2.541640342210383e-06
Allegory Venture Partners,GREEN_VC,IVC,2.1147666819780662e-07,6,1,4,2,True,3.172150022967099e-06
Cerulean Partners,GREEN_VC,OTHER,2.1147666819780662e-07,6,1,4,2,True,3.172150022967099e-06
Andrew Mullinger,GREEN_VC,GVC,2.1084966329866467e-07,15,1,12,3,True,1.0964182491530563e-05
William Neale,GREEN_VC,GVC,2.1084966329866467e-07,15,1,12,3,True,1.0964182491530563e-05
Phillip Chambers,GREEN_VC,GVC,2.1084966329866467e-07,15,1,12,3,True,1.0964182491530563e-05
James Meekings,GREEN_VC,GVC,2.1084966329866467e-07,15,1,12,3,True,1.0964182491530563e-05
Samir Desai,GREEN_VC,GVC,2.1084966329866467e-07,15,1,12,3,True,1.0964182491530563e-05
Thompson Taraz,TRADITIONAL,IVC,2.1084966329866467e-07,15,1,13,2,True,8.855685858543916e-06
University of Minnesota,TRADITIONAL,University_VC,2.09848122777079e-07,4,11,2,2,True,1.888633104993711e-06
Sole Source Capital,TRADITIONAL,IVC,2.0977411634034732e-07,6,1,4,2,True,3.14661174510521e-06
LMNT Ventures,GREEN_VC,IVC,2.0977411634034732e-07,6,1,3,3,True,3.356385861445557e-06
Inc,TRADITIONAL,OTHER,2.096034896077862e-07,5,2,4,1,True,2.096034896077862e-06
Jasmine Social Investments,GREEN_VC,OTHER,2.0871708484614546e-07,3,1,3,0,False,8.348683393845818e-07
Daesung Private Equity,TRADITIONAL,IVC,2.0866763800094885e-07,7,3,5,2,True,3.756017484017079e-06
Michael Stoppelman,TRADITIONAL,OTHER,2.0812018453089708e-07,8,1,4,4,True,5.203004613272427e-06
Todd Richards,GREEN_VC,GVC,2.0812018453089708e-07,8,1,3,5,True,4.99488442874153e-06
Saman Farid,TRADITIONAL,OTHER,2.0812018453089708e-07,8,1,4,4,True,5.203004613272427e-06
Vijay Pradeep,GREEN_VC,GVC,2.0812018453089708e-07,8,1,3,5,True,4.99488442874153e-06
Blue Rhino Capital,TRADITIONAL,OTHER,2.0812018453089708e-07,8,1,4,4,True,5.203004613272427e-06
T-Life Capital,GREEN_VC,IVC,2.0804123032158013e-07,6,1,3,3,True,3.328659685145282e-06
Chevalier International Holdings,TRADITIONAL,OTHER,2.0804123032158013e-07,6,1,4,2,True,3.120618454823702e-06
Nick Boyle,TRADITIONAL,GVC,2.0804123032158013e-07,3,1,1,2,True,1.2482473819294808e-06
Vanneck,GREEN_VC,GVC,2.0804123032158013e-07,6,1,3,3,True,3.328659685145282e-06
Mitsubishi Shokuhin,TRADITIONAL,GVC,2.0712911524312442e-07,15,1,9,6,True,1.4499038067018709e-05
Inspire,GREEN_VC,GVC,2.0712911524312442e-07,15,1,8,7,True,1.4913296297504958e-05
Nippon Telegraph & Telephone,TRADITIONAL,GVC,2.0712911524312442e-07,15,1,9,6,True,1.4499038067018709e-05
Ebara,GREEN_VC,GVC,2.0712911524312442e-07,15,1,8,7,True,1.4913296297504958e-05
Hakuhodo DY Ventures,GREEN_VC,IVC,2.0712911524312442e-07,15,1,8,7,True,1.4913296297504958e-05
EBITDA Investments,GREEN_VC,OTHER,2.0712911524312442e-07,15,1,8,7,True,1.4913296297504958e-05
Kate Brennan,GREEN_VC,GVC,2.0642064143013875e-07,11,1,7,4,True,8.256825657205549e-06
Ofek Lavian,GREEN_VC,GVC,2.0642064143013875e-07,11,1,7,4,True,8.256825657205549e-06
Nick Abouzeid,GREEN_VC,GVC,2.0642064143013875e-07,11,1,7,4,True,8.256825657205549e-06
Lara Birkes,GREEN_VC,GVC,2.0642064143013875e-07,11,1,7,4,True,8.256825657205549e-06
Jeremy Cai,TRADITIONAL,OTHER,2.0642064143013875e-07,11,1,8,3,True,7.4311430914849946e-06
SCSK,GREEN_VC,OTHER,2.059331773180715e-07,5,2,5,0,False,1.235599063908429e-06
TerraSky Ventures,GREEN_VC,OTHER,2.059331773180715e-07,5,2,5,0,False,1.235599063908429e-06
Robotics Factory,TRADITIONAL,OTHER,2.0586164445017104e-07,2,1,1,1,True,8.234465778006842e-07
Roger Bamford,GREEN_VC,GVC,2.051918869440839e-07,9,1,6,2,True,4.309029625825762e-06
Dirk Zeiler,GREEN_VC,GVC,2.051918869440839e-07,9,1,6,2,True,4.309029625825762e-06
Alexander Adell,GREEN_VC,GVC,2.051918869440839e-07,9,1,6,2,True,4.309029625825762e-06
Kevin Creusy,GREEN_VC,GVC,2.051918869440839e-07,9,1,6,2,True,4.309029625825762e-06
Spring Capital,TRADITIONAL,IVC,2.0493891476585615e-07,5,1,1,4,True,2.0493891476585617e-06
Helmes,TRADITIONAL,OTHER,2.0493891476585615e-07,5,1,1,4,True,2.0493891476585617e-06
Surefront,GREEN_VC,OTHER,2.0482600931721867e-07,3,1,0,3,False,8.193040372688747e-07
LH Ventures,TRADITIONAL,OTHER,2.0482600931721867e-07,3,1,1,2,True,1.228956055903312e-06
Ataria,ESG_ALIGNED,CVC,2.0473188676982586e-07,14,1,5,9,True,1.2283913206189553e-05
Daniel Kan,GREEN_VC,GVC,2.0473188676982586e-07,14,1,4,9,True,1.0236594338491293e-05
Huakong Electronics  Investment Management,TRADITIONAL,OTHER,2.0473008508519722e-07,5,2,2,3,True,2.4567610210223666e-06
Resilient Earth Capital,GREEN_VC,GVC,2.0465186562239858e-07,10,1,4,6,True,7.16281529678395e-06
Tanzin Capital,TRADITIONAL,OTHER,2.0465186562239858e-07,10,1,5,5,True,7.367467162406349e-06
Orca Capital,TRADITIONAL,OTHER,2.0465186562239858e-07,10,1,5,5,True,7.367467162406349e-06
Thai Oil Plc,TRADITIONAL,GVC,2.036745228499666e-07,4,1,2,2,True,1.8330707056496995e-06
Rajesh Sawhney,TRADITIONAL,OTHER,2.0357522837913131e-07,3,1,1,2,True,1.221451370274788e-06
Visa Foundation,GREEN_VC,GVC,2.0333088693781298e-07,7,4,6,1,True,2.846632417129382e-06
Rahul Jindal,GREEN_VC,GVC,2.032989312180596e-07,3,1,2,1,True,1.2197935873083576e-06
Deepak Menon,TRADITIONAL,OTHER,2.032989312180596e-07,3,1,3,0,False,8.131957248722384e-07
Earthbound Brands,TRADITIONAL,OTHER,2.030437376967299e-07,3,1,3,0,False,8.121749507869196e-07
Regenerate Ventures,GREEN_VC,OTHER,2.030437376967299e-07,3,1,3,0,False,8.121749507869196e-07
Dobromir Todorov,GREEN_VC,GVC,2.0214745950175258e-07,9,1,2,7,True,4.851539028042062e-06
Rival Holdings,TRADITIONAL,OTHER,2.0214745950175258e-07,9,1,3,6,True,5.6601288660490726e-06
Dorothy Chou,GREEN_VC,GVC,2.0214745950175258e-07,14,1,10,4,True,1.1118110272596394e-05
Sandro Gianella,GREEN_VC,GVC,2.0214745950175258e-07,14,1,10,4,True,1.1118110272596394e-05
