investor,green_focus,investor_type,betweenness,degree,total_deals,n_green_neighbors,n_trad_neighbors,cross_type,bridge_score
Ramakrishnan Family Office,TRADITIONAL,OTHER,3.20582543551079e-07,9,2,5,4,True,9.617476306532369e-06
On&board,GREEN_VC,OTHER,3.1921284970174416e-07,9,1,6,3,True,8.937959791648837e-06
Sustainable Chemistry Alliance,GREEN_VC,GVC,3.1907179285267795e-07,8,1,7,1,True,5.105148685642847e-06
Emeraude Capital,GREEN_VC,GVC,3.1907179285267795e-07,8,1,7,1,True,5.105148685642847e-06
Oisix ra daichi,TRADITIONAL,OTHER,3.1899056243816194e-07,5,2,2,3,True,3.827886749257943e-06
Qair International,GREEN_VC,GVC,3.185252406674651e-07,4,2,3,1,True,2.548201925339721e-06
Border Capital,GREEN_VC,GVC,3.1742159832047896e-07,12,1,9,2,True,9.52264794961437e-06
Dimitris Togias,GREEN_VC,GVC,3.1742159832047896e-07,12,1,9,2,True,9.52264794961437e-06
DLTX,GREEN_VC,CVC,3.1742159832047896e-07,12,1,9,2,True,9.52264794961437e-06
Maxwell Krohn,GREEN_VC,GVC,3.1742159832047896e-07,12,1,9,2,True,9.52264794961437e-06
Cormark Securities,TRADITIONAL,IVC,3.172841776265743e-07,4,2,0,4,False,1.5864208881328717e-06
Tony Allard,GREEN_VC,GVC,3.164612091868209e-07,6,1,1,4,True,3.164612091868209e-06
Magnetic Ventures,ESG_ALIGNED,IVC,3.1635833270039105e-07,9,1,8,1,True,5.6944499886070386e-06
Godo Röben,GREEN_VC,GVC,3.1635833270039105e-07,9,1,7,1,True,5.061733323206257e-06
Beuvray Ventures,TRADITIONAL,OTHER,3.1469389757483877e-07,3,2,2,1,True,1.8881633854490325e-06
Tarun Tiwari,TRADITIONAL,OTHER,3.137497841831584e-07,8,1,5,3,True,7.529994820395802e-06
Prodapt,TRADITIONAL,OTHER,3.137497841831584e-07,8,1,5,3,True,7.529994820395802e-06
QED Innovation Labs,GREEN_VC,OTHER,3.137497841831584e-07,8,1,4,4,True,7.84374460457896e-06
Exosun,GREEN_VC,GVC,3.136221063939106e-07,2,1,2,0,False,9.408663191817318e-07
Aju,GREEN_VC,GVC,3.136126923105207e-07,5,1,3,2,True,3.763352307726248e-06
Pale Blue Dot Investments AB,GREEN_VC,OTHER,3.1356335066421924e-07,2,1,1,1,True,1.254253402656877e-06
Lyse Vekst,GREEN_VC,GVC,3.1289432914397233e-07,2,1,1,1,True,1.2515773165758893e-06
Dattoz Partners,TRADITIONAL,OTHER,3.1228490114804466e-07,5,1,1,4,True,3.1228490114804464e-06
Carl-Henric Svanberg,TRADITIONAL,GVC,3.1135162763172375e-07,5,1,4,1,True,3.1135162763172376e-06
Bert Nordberg,GREEN_VC,GVC,3.1135162763172375e-07,5,1,3,2,True,3.736219531580685e-06
Hans Stråberg,GREEN_VC,GVC,3.1135162763172375e-07,5,1,3,2,True,3.736219531580685e-06
Tsukasa Petko,TRADITIONAL,OTHER,3.1118662736977177e-07,7,1,1,6,True,4.356612783176805e-06
Kouei,TRADITIONAL,OTHER,3.1118662736977177e-07,7,1,1,6,True,4.356612783176805e-06
Ridhish Talwar,GREEN_VC,GVC,3.1033082076250066e-07,18,1,9,8,True,2.7929773868625058e-05
Spain Oman Private Equity Fund,GREEN_VC,OTHER,3.102060581145446e-07,6,1,3,3,True,4.963296929832714e-06
MCH Private Equity,TRADITIONAL,OTHER,3.102060581145446e-07,6,1,4,2,True,4.65309087171817e-06
Venture Grade,TRADITIONAL,OTHER,3.0983356639611155e-07,5,2,3,2,True,3.7180027967533386e-06
GoMassive,GREEN_VC,Angel_Network,3.0971015912097566e-07,18,1,9,8,True,2.787391432088781e-05
Mintwise Ventures,TRADITIONAL,OTHER,3.0971015912097566e-07,18,1,10,7,True,2.7254494002645858e-05
Chokhani Ventures,TRADITIONAL,OTHER,3.0971015912097566e-07,18,1,10,7,True,2.7254494002645858e-05
Vaibhav Karnavat,GREEN_VC,GVC,3.0971015912097566e-07,18,1,9,8,True,2.787391432088781e-05
Vista Business Ventures,TRADITIONAL,OTHER,3.0971015912097566e-07,18,1,10,7,True,2.7254494002645858e-05
Sachin Bhatia,TRADITIONAL,OTHER,3.0971015912097566e-07,18,1,10,7,True,2.7254494002645858e-05
Crown Enterprises,GREEN_VC,GVC,3.0971015912097566e-07,18,1,9,8,True,2.787391432088781e-05
Calabasas Capital,TRADITIONAL,IVC,3.0971015912097566e-07,18,1,10,7,True,2.7254494002645858e-05
Life Science Valley Ventures Management,GREEN_VC,GVC,3.0778924327368634e-07,4,1,3,1,True,2.4623139461894907e-06
Scale Up.NRW,GREEN_VC,GVC,3.066535637039795e-07,8,8,7,1,True,4.906457019263672e-06
035 investimenti,GREEN_VC,GVC,3.0568315160260784e-07,6,2,5,1,True,3.668197819231294e-06
Ikigai Ventures,GREEN_VC,OTHER,3.051160445241396e-07,6,1,3,2,True,3.6613925342896756e-06
Arverne Group,TRADITIONAL,OTHER,3.0452657284150833e-07,6,3,4,2,True,4.567898592622624e-06
Hochland,TRADITIONAL,OTHER,3.0413440336981024e-07,14,1,7,7,True,1.9464601815667855e-05
Amiad Solomon,GREEN_VC,GVC,3.0413440336981024e-07,14,1,6,8,True,1.9160467412298048e-05
Gil Ofer,TRADITIONAL,GVC,3.0413440336981024e-07,14,1,7,7,True,1.9464601815667855e-05
Inspired Capital Partners,TRADITIONAL,OTHER,3.036089594697695e-07,4,1,3,1,True,2.428871675758156e-06
CD Private Equity,TRADITIONAL,OTHER,3.031833010021733e-07,3,1,1,1,True,1.2127332040086931e-06
Lennar,TRADITIONAL,OTHER,3.0305330355756883e-07,8,1,3,4,True,6.061066071151376e-06
Eytan Lenko,GREEN_VC,GVC,3.0218780496180476e-07,6,2,2,4,True,4.532817074427071e-06
HAL Investments,TRADITIONAL,IVC,3.0187616893354436e-07,10,2,7,2,True,7.245028054405064e-06
Aurum Holdings,TRADITIONAL,OTHER,3.0182704448607374e-07,3,1,0,2,False,9.054811334582212e-07
The Beyond Capital,ESG_ALIGNED,IVC,3.0182704448607374e-07,3,1,0,3,False,1.207308177944295e-06
SLVC,GREEN_VC,OTHER,3.0136630024353757e-07,10,1,6,4,True,1.0547820508523815e-05
Sibelco,TRADITIONAL,GVC,3.0136630024353757e-07,10,1,7,3,True,9.643721607793202e-06
Orion,GREEN_VC,GVC,3.0136630024353757e-07,10,1,6,4,True,1.0547820508523815e-05
Nicholas Neerpasch,GREEN_VC,GVC,3.008196188992826e-07,9,1,5,4,True,9.024588566978478e-06
Klaus Freiberg,GREEN_VC,GVC,3.008196188992826e-07,9,1,5,4,True,9.024588566978478e-06
Sanjay Suri,TRADITIONAL,OTHER,3.003900683068452e-07,9,1,6,3,True,8.410921912591666e-06
TPC,GREEN_VC,GVC,3.003900683068452e-07,9,1,5,4,True,9.011702049205356e-06
Ahlström Invest,TRADITIONAL,IVC,3.0011035430007727e-07,10,1,6,3,True,8.403089920402163e-06
Opus8,TRADITIONAL,IVC,3.0011035430007727e-07,10,1,6,3,True,8.403089920402163e-06
Pension,TRADITIONAL,GVC,2.995662242732617e-07,5,1,3,2,True,3.5947946912791408e-06
Velliv,GREEN_VC,GVC,2.995662242732617e-07,5,1,2,3,True,3.5947946912791408e-06
& Livsforsikring,GREEN_VC,GVC,2.995662242732617e-07,5,1,2,3,True,3.5947946912791408e-06
Draper B1,TRADITIONAL,IVC,2.989876237839628e-07,8,3,6,1,True,4.185826732975479e-06
500 TukTuks,GREEN_VC,OTHER,2.9846085882197097e-07,4,2,1,3,True,2.3876868705757677e-06
Hess,TRADITIONAL,GVC,2.984461592595966e-07,13,2,10,3,True,1.3131631007422251e-05
Ponooc,GREEN_VC,GVC,2.97311870835495e-07,4,2,4,0,False,1.486559354177475e-06
PlusCap,GREEN_VC,GVC,2.972961819715442e-07,8,1,4,4,True,7.432404549288605e-06
JXTG Holdings,TRADITIONAL,GVC,2.9650964682745255e-07,12,1,7,5,True,1.4232463047717722e-05
Teijin,GREEN_VC,GVC,2.9650964682745255e-07,12,1,6,6,True,1.4528972694545175e-05
Sintokogio,GREEN_VC,GVC,2.9650964682745255e-07,12,1,6,6,True,1.4528972694545175e-05
Spring Impact Capital,GREEN_VC,IVC,2.9539938735171477e-07,3,1,3,0,False,1.181597549406859e-06
Menarco Development,TRADITIONAL,OTHER,2.950152480734762e-07,8,1,6,2,True,6.195320209543e-06
Lighthouse Canton,TRADITIONAL,OTHER,2.950152480734762e-07,8,1,6,2,True,6.195320209543e-06
Scaler8,TRADITIONAL,OTHER,2.950152480734762e-07,8,2,6,2,True,6.195320209543e-06
EthAum,GREEN_VC,OTHER,2.950152480734762e-07,8,1,5,3,True,7.080365953763429e-06
American Electric Power Foundation,GREEN_VC,GVC,2.9353943707937746e-07,13,1,10,3,True,1.2915735231492608e-05
KFH Capital,GREEN_VC,OTHER,2.9353943707937746e-07,13,1,10,3,True,1.2915735231492608e-05
ESB Group,GREEN_VC,GVC,2.9353943707937746e-07,13,1,10,3,True,1.2915735231492608e-05
VisIR Capital Partners,GREEN_VC,GVC,2.9342440295619365e-07,3,1,2,1,True,1.7605464177371618e-06
Urban Partners,GREEN_VC,GVC,2.933324097841999e-07,5,1,1,3,True,2.346659278273599e-06
A.P. Moller - Maersk,GREEN_VC,GVC,2.932472825546185e-07,6,2,6,0,False,2.0527309778823295e-06
Genesis Pre-Seed Fund,GREEN_VC,GVC,2.929930736753895e-07,3,1,2,1,True,1.757958442052337e-06
Alvar Lumberg,GREEN_VC,GVC,2.928533484672895e-07,8,1,5,3,True,7.028480363214948e-06
Unshackled Ventures,TRADITIONAL,IVC,2.9267209507419237e-07,4,5,3,1,True,2.341376760593539e-06
Jupai Holdings,TRADITIONAL,GVC,2.9257628639851626e-07,5,1,3,2,True,3.5109154367821953e-06
Jānis Krūms,GREEN_VC,GVC,2.9226764177035495e-07,5,1,2,3,True,3.5072117012442594e-06
Martin Koiva,GREEN_VC,GVC,2.9226764177035495e-07,8,1,5,3,True,7.014423402488519e-06
Elevator Startups,GREEN_VC,IVC,2.9226764177035495e-07,8,1,5,3,True,7.014423402488519e-06
Greenco Venture,GREEN_VC,GVC,2.9226764177035495e-07,5,1,2,3,True,3.5072117012442594e-06
Kairi Pauskar,GREEN_VC,GVC,2.9226764177035495e-07,8,1,5,3,True,7.014423402488519e-06
Daxos Capital,TRADITIONAL,IVC,2.9097880258375607e-07,9,1,4,4,True,7.274470064593902e-06
Blue Trail Partners,TRADITIONAL,IVC,2.90872840965881e-07,10,1,6,3,True,8.144439547044668e-06
2 Degres,GREEN_VC,GVC,2.8952689163784384e-07,3,13,2,1,True,1.737161349827063e-06
Ocean Visions,GREEN_VC,OTHER,2.8952689163784384e-07,2,10,1,1,True,1.1581075665513754e-06
Argentine Nanotechnology Foundation,GREEN_VC,GVC,2.8952689163784384e-07,2,1,1,1,True,1.1581075665513754e-06
Ralph Cheung,GREEN_VC,GVC,2.885237066158296e-07,8,1,4,4,True,7.213092665395739e-06
Tarun Gandhi,GREEN_VC,GVC,2.885237066158296e-07,8,1,4,4,True,7.213092665395739e-06
Heracles Ventures,GREEN_VC,OTHER,2.885237066158296e-07,8,1,4,4,True,7.213092665395739e-06
Prashant Trivedi,GREEN_VC,GVC,2.885237066158296e-07,8,1,4,4,True,7.213092665395739e-06
Alejennic Private Capital,TRADITIONAL,OTHER,2.885237066158296e-07,8,1,5,3,True,6.92456895877991e-06
Desjardins Group,TRADITIONAL,GVC,2.878166062526258e-07,3,2,2,1,True,1.7268996375157548e-06
Aerospacelab,GREEN_VC,OTHER,2.8780607180630863e-07,10,1,2,8,True,7.770763938770333e-06
Cowboy,TRADITIONAL,OTHER,2.8780607180630863e-07,10,1,3,7,True,9.209794297801876e-06
Eventbrite,TRADITIONAL,OTHER,2.8780607180630863e-07,10,1,3,7,True,9.209794297801876e-06
HDS Capital,TRADITIONAL,OTHER,2.8736166659740684e-07,19,1,7,9,True,2.2988933327792548e-05
Stata Capital Partners,GREEN_VC,IVC,2.8736166659740684e-07,19,2,6,10,True,2.2126848328000327e-05
Embedding VC,ESG_ALIGNED,IVC,2.8736166659740684e-07,19,1,7,10,True,2.5287826660571803e-05
Foundry Capital,TRADITIONAL,OTHER,2.8736166659740684e-07,19,1,7,9,True,2.2988933327792548e-05
John Diaz,TRADITIONAL,OTHER,2.8736166659740684e-07,19,1,7,9,True,2.2988933327792548e-05
Caphaven Partners,TRADITIONAL,IVC,2.8705687003071273e-07,4,2,2,2,True,2.5835118302764146e-06
Run Capital,GREEN_VC,GVC,2.8705687003071273e-07,4,2,1,3,True,2.296454960245702e-06
Samantha Prabhu,GREEN_VC,GVC,2.8678476337658635e-07,6,1,4,2,True,4.3017714506487955e-06
Julian Nachtigal,GREEN_VC,GVC,2.8678476337658635e-07,6,1,4,2,True,4.3017714506487955e-06
Easternwind International,GREEN_VC,GVC,2.858955626592503e-07,6,1,5,1,True,3.4307467519110033e-06
Fincoda Management,GREEN_VC,GVC,2.858955626592503e-07,6,1,5,1,True,3.4307467519110033e-06
Cyanhill Capital,GREEN_VC,CVC,2.858955626592503e-07,6,1,5,1,True,3.4307467519110033e-06
Pasudeco,TRADITIONAL,OTHER,2.858955626592503e-07,6,1,6,0,False,2.001268938614752e-06
Growth Impact Fund,GREEN_VC,OTHER,2.858955626592503e-07,6,1,5,1,True,3.4307467519110033e-06
The Melt Accelerator,TRADITIONAL,OTHER,2.8537701601949145e-07,8,2,8,0,False,2.568393144175423e-06
Glenn Butcher,GREEN_VC,GVC,2.8537701601949145e-07,8,1,7,1,True,4.566032256311863e-06
Emlyn Scott,GREEN_VC,GVC,2.8537701601949145e-07,8,1,7,1,True,4.566032256311863e-06
R3i,GREEN_VC,IVC,2.8537701601949145e-07,8,2,7,1,True,4.566032256311863e-06
General Electric Ventures,GREEN_VC,CVC,2.842306057723871e-07,7,1,1,6,True,3.979228480813419e-06
Microsemi,TRADITIONAL,GVC,2.842306057723871e-07,7,1,2,5,True,5.116150903902968e-06
Corning,TRADITIONAL,GVC,2.842306057723871e-07,7,1,2,5,True,5.116150903902968e-06
Diana Maichin,GREEN_VC,GVC,2.842306057723871e-07,7,1,1,6,True,3.979228480813419e-06
Sanya Yazhou Bay Science and Technology City Holding Group,GREEN_VC,GVC,2.8363303651162517e-07,4,1,2,2,True,2.5526973286046263e-06
Thread Fund,GREEN_VC,GVC,2.834371895509851e-07,7,1,6,1,True,3.968120653713792e-06
Colchuck,GREEN_VC,GVC,2.834371895509851e-07,7,1,6,1,True,3.968120653713792e-06
Embarca,GREEN_VC,GVC,2.8251041232499126e-07,12,2,9,2,True,8.475312369749737e-06
Christoph Ostermann,GREEN_VC,GVC,2.8218127647723157e-07,4,4,3,1,True,2.2574502118178526e-06
Norrlandsfonden,GREEN_VC,GVC,2.821196900393254e-07,11,1,7,3,True,9.027830081258412e-06
Partnerinvest Norr,GREEN_VC,GVC,2.821196900393254e-07,11,1,7,3,True,9.027830081258412e-06
GiantFocal,TRADITIONAL,OTHER,2.821196900393254e-07,11,1,8,2,True,7.617231631061786e-06
César Melo,GREEN_VC,GVC,2.8192373445459334e-07,12,2,10,2,True,9.30348323700158e-06
Nimble Ventures,TRADITIONAL,IVC,2.814762475473067e-07,6,1,2,4,True,4.2221437132096e-06
InterTradeIreland,GREEN_VC,GVC,2.781741210271751e-07,5,2,3,2,True,3.3380894523261015e-06
DeepIE Ventures,GREEN_VC,IVC,2.781741210271751e-07,2,1,1,1,True,1.1126964841087005e-06
Altur Investissement,TRADITIONAL,IVC,2.781255660383945e-07,7,1,5,2,True,5.006260188691101e-06
Insight Investments Management,TRADITIONAL,OTHER,2.764277701192433e-07,5,2,5,0,False,1.6585666207154596e-06
Assured Guaranty,TRADITIONAL,OTHER,2.764211719583302e-07,8,1,4,4,True,6.910529298958255e-06
Citi SPRINT,TRADITIONAL,OTHER,2.764211719583302e-07,8,1,4,4,True,6.910529298958255e-06
Alexander Guettel,GREEN_VC,GVC,2.763939183311294e-07,10,1,4,4,True,6.909847958278236e-06
Boulder Ventures,TRADITIONAL,OTHER,2.763939183311294e-07,10,2,5,3,True,6.633454039947106e-06
Titan Grove,GREEN_VC,Impact_VC,2.763939183311294e-07,10,2,4,4,True,6.909847958278236e-06
Orange Capital Ventures,TRADITIONAL,OTHER,2.763939183311294e-07,10,3,5,3,True,6.633454039947106e-06
Aperture,ESG_ALIGNED,IVC,2.763939183311294e-07,10,1,5,4,True,8.291817549933882e-06
Hatch Partners,GREEN_VC,OTHER,2.7545019633639306e-07,4,1,3,1,True,2.2036015706911445e-06
Bison Ventures,GREEN_VC,IVC,2.7516057157160366e-07,9,2,7,1,True,4.4025691451456585e-06
Simon Ventures,TRADITIONAL,OTHER,2.748976481715196e-07,9,1,0,9,False,2.748976481715196e-06
Allegis Capital,TRADITIONAL,OTHER,2.7485689331323016e-07,8,2,4,3,True,5.497137866264603e-06
R72 Partners,TRADITIONAL,OTHER,2.741412930355287e-07,8,1,6,2,True,5.756967153746103e-06
Ataboy Capital,TRADITIONAL,OTHER,2.7323371302960215e-07,6,1,3,3,True,4.371739408473634e-06
WAM Microcap,TRADITIONAL,OTHER,2.7323371302960215e-07,6,1,3,3,True,4.371739408473634e-06
Boman Group,TRADITIONAL,OTHER,2.7323371302960215e-07,6,1,3,3,True,4.371739408473634e-06
Trudie Styler,TRADITIONAL,OTHER,2.726746941310052e-07,7,1,6,0,False,1.908722858917036e-06
Roger Ferguson,GREEN_VC,GVC,2.7213568011894217e-07,9,1,7,2,True,6.5312563228546116e-06
Vertex Holdings,TRADITIONAL,GVC,2.7213568011894217e-07,9,1,8,1,True,4.898442242140959e-06
Ebico,GREEN_VC,GVC,2.7213568011894217e-07,9,1,7,2,True,6.5312563228546116e-06
Your VC,GREEN_VC,IVC,2.7213568011894217e-07,9,1,7,2,True,6.5312563228546116e-06
BEA Venture Fund,TRADITIONAL,OTHER,2.7165105292024606e-07,6,2,6,0,False,1.9015573704417225e-06
UK Seafood Innovation Fund,GREEN_VC,GVC,2.7092263507611615e-07,5,2,4,1,True,2.7092263507611615e-06
Ares Credit Group,TRADITIONAL,OTHER,2.706323083907294e-07,3,1,0,2,False,8.118969251721882e-07
Abad Capital,TRADITIONAL,OTHER,2.699553723965668e-07,3,1,1,2,True,1.6197322343794008e-06
Cisco Systems,TRADITIONAL,CVC,2.6891524902773e-07,8,3,5,3,True,6.4539659766655195e-06
Telefónica UK,TRADITIONAL,GVC,2.6891524902773e-07,8,1,5,3,True,6.4539659766655195e-06
QUAD Ventures,GREEN_VC,OTHER,2.684473456996985e-07,6,1,3,3,True,4.295157531195176e-06
TomyK,TRADITIONAL,OTHER,2.674248957154146e-07,2,1,1,1,True,1.0696995828616583e-06
Sunshine Global Circuits,GREEN_VC,GVC,2.6708793275323936e-07,3,1,3,0,False,1.0683517310129574e-06
Gopinath K.,TRADITIONAL,GVC,2.670068215664874e-07,9,1,6,3,True,7.476191003861647e-06
Abhishek Kejriwal,GREEN_VC,GVC,2.670068215664874e-07,9,1,5,4,True,8.010204646994622e-06
Harsh Shah,TRADITIONAL,OTHER,2.670068215664874e-07,9,1,6,3,True,7.476191003861647e-06
E.ON UK,GREEN_VC,GVC,2.6623697433924804e-07,2,1,1,1,True,1.0649478973569922e-06
Craig Dos Santos,GREEN_VC,GVC,2.657992340404372e-07,8,1,1,7,True,4.252787744646995e-06
Outbound Ventures,TRADITIONAL,OTHER,2.657992340404372e-07,8,1,2,6,True,5.5817839148491806e-06
New Mexico Vintage Fund,GREEN_VC,IVC,2.6579029101226784e-07,5,2,1,4,True,2.6579029101226785e-06
Nicolas Steegmann,TRADITIONAL,OTHER,2.653191139871528e-07,6,1,4,2,True,3.979786709807291e-06
Sebastien Pahl,GREEN_VC,GVC,2.653191139871528e-07,6,1,3,3,True,4.245105823794445e-06
Amirhossein Malekzadeh,GREEN_VC,GVC,2.653191139871528e-07,6,1,3,3,True,4.245105823794445e-06
Backtrace Capital,TRADITIONAL,OTHER,2.653191139871528e-07,6,1,4,2,True,3.979786709807291e-06
Script Capital,GREEN_VC,GVC,2.652785181379075e-07,6,1,3,3,True,4.24445629020652e-06
Lobster Capital,TRADITIONAL,IVC,2.652785181379075e-07,6,1,4,2,True,3.979177772068613e-06
MISUMI Group,TRADITIONAL,GVC,2.644956992130193e-07,8,1,3,5,True,6.347896781112463e-06
Nomura Real Estate Development,TRADITIONAL,OTHER,2.644956992130193e-07,8,1,3,5,True,6.347896781112463e-06
Quebec Ministry of Economy,GREEN_VC,GVC,2.643786567830682e-07,6,3,6,0,False,1.8506505974814772e-06
Innovation and Energy,GREEN_VC,GVC,2.643786567830682e-07,6,3,6,0,False,1.8506505974814772e-06
Phoenix Partners,TRADITIONAL,OTHER,2.642178514631552e-07,4,1,4,0,False,1.3210892573157758e-06
Continental VC,TRADITIONAL,CVC,2.6362428917739233e-07,7,2,6,1,True,3.690740048483493e-06
Sterling Road,TRADITIONAL,IVC,2.6215461380473816e-07,7,2,3,3,True,4.194473820875811e-06
Lia Investments,TRADITIONAL,OTHER,2.6158809354364435e-07,8,3,5,3,True,6.278114245047464e-06
Protonic Partners,TRADITIONAL,IVC,2.6158809354364435e-07,8,3,5,3,True,6.278114245047464e-06
Kankyo Energy Investment,GREEN_VC,GVC,2.600771516317418e-07,4,1,2,2,True,2.3406943646856763e-06
Wealthberry,TRADITIONAL,OTHER,2.59917050482368e-07,6,1,4,0,False,1.29958525241184e-06
Walmart,TRADITIONAL,GVC,2.5987450995283e-07,12,1,4,8,True,1.1694352947877349e-05
Zhejiang Provincial Seaport Investment & Operation Group,GREEN_VC,GVC,2.595673969322385e-07,6,1,6,0,False,1.8169717785256695e-06
Harvest Capital Management,GREEN_VC,IVC,2.595673969322385e-07,6,1,6,0,False,1.8169717785256695e-06
Venture Science,GREEN_VC,IVC,2.593547609329244e-07,12,1,3,9,True,1.0374190437316975e-05
JS Capital Management,TRADITIONAL,OTHER,2.593547609329244e-07,12,1,4,8,True,1.1670964241981598e-05
Roots Ventures,TRADITIONAL,IVC,2.5916155732175874e-07,4,1,1,3,True,2.07329245857407e-06
Small Industries Development Bank of India,TRADITIONAL,GVC,2.5916155732175874e-07,4,1,1,3,True,2.07329245857407e-06
Hyundai Industrial Company,TRADITIONAL,GVC,2.587223163558056e-07,4,2,1,3,True,2.069778530846445e-06
BlueCrest Capital Management,TRADITIONAL,IVC,2.5865548201243565e-07,4,1,2,2,True,2.3278993381119207e-06
ZGC Science City,GREEN_VC,GVC,2.575775478018166e-07,12,1,8,4,True,1.1590989651081746e-05
Jianxin Fortune,GREEN_VC,GVC,2.57062392706213e-07,12,1,8,4,True,1.1567807671779583e-05
Wuchan Zhongda Group,TRADITIONAL,GVC,2.57062392706213e-07,12,1,9,3,True,1.0282495708248518e-05
United Overseas Bank,TRADITIONAL,GVC,2.569686091430947e-07,4,1,4,0,False,1.2848430457154736e-06
Tata Steel,TRADITIONAL,GVC,2.5616326938679075e-07,5,1,5,0,False,1.5369796163207445e-06
Kakao Investment,GREEN_VC,CVC,2.557891861664297e-07,4,3,3,1,True,2.0463134893314375e-06
Talmon Marco,TRADITIONAL,OTHER,2.5449234224081557e-07,2,1,1,1,True,1.0179693689632623e-06
Ramesh Madhusudan,GREEN_VC,GVC,2.537882602161653e-07,15,1,2,13,True,1.0659106929078941e-05
Scott Banister,TRADITIONAL,OTHER,2.537882602161653e-07,15,1,3,12,True,1.3196989531240595e-05
David Friedberg,TRADITIONAL,OTHER,2.537882602161653e-07,15,1,3,12,True,1.3196989531240595e-05
Cyan Banister,TRADITIONAL,OTHER,2.537882602161653e-07,15,1,3,12,True,1.3196989531240595e-05
Vindeggen,GREEN_VC,GVC,2.537624417374546e-07,6,2,5,1,True,3.045149300849455e-06
We Are Human,GREEN_VC,IVC,2.5326192898465773e-07,13,1,10,3,True,1.114352487532494e-05
Matthew Orlando,GREEN_VC,GVC,2.5326192898465773e-07,13,1,10,3,True,1.114352487532494e-05
ClimatePoint,GREEN_VC,OTHER,2.5326192898465773e-07,13,2,10,3,True,1.114352487532494e-05
Vesterålen Havbruk,GREEN_VC,GVC,2.5326192898465773e-07,13,1,10,3,True,1.114352487532494e-05
Fynd Invest,GREEN_VC,GVC,2.5326192898465773e-07,13,1,10,3,True,1.114352487532494e-05
Anders Tuv,GREEN_VC,GVC,2.5326192898465773e-07,13,1,10,3,True,1.114352487532494e-05
WE& Capital,TRADITIONAL,IVC,2.5326192898465773e-07,13,1,11,2,True,9.117429443447678e-06
Siana Capital Management,TRADITIONAL,IVC,2.5314707433479357e-07,6,1,1,4,True,2.531470743347936e-06
Callapina Capital,TRADITIONAL,IVC,2.5314707433479357e-07,6,1,1,4,True,2.531470743347936e-06
Toyota Research Institute,GREEN_VC,GVC,2.529888077485663e-07,6,1,3,2,True,3.035865692982796e-06
Future Climate,GREEN_VC,University_VC,2.529645912529837e-07,5,3,3,2,True,3.0355750950358043e-06
Stephen Marshall,GREEN_VC,GVC,2.524789779208278e-07,5,1,4,1,True,2.524789779208278e-06
Naguib Sawiris,TRADITIONAL,OTHER,2.5206474070485575e-07,8,1,5,3,True,6.049553776916538e-06
1.5 Ventures,GREEN_VC,IVC,2.519925138457825e-07,5,3,4,1,True,2.519925138457825e-06
Chemovator,GREEN_VC,GVC,2.519925138457825e-07,5,2,4,1,True,2.519925138457825e-06
Scott Hawthorn,TRADITIONAL,OTHER,2.519740199649862e-07,5,1,5,0,False,1.5118441197899172e-06
Kateryna Filippi,GREEN_VC,GVC,2.51560611223446e-07,8,1,4,4,True,6.289015280586151e-06
Spencer Lazar,TRADITIONAL,OTHER,2.51560611223446e-07,8,1,5,3,True,6.037454669362705e-06
Gemma Bloemen,GREEN_VC,GVC,2.51560611223446e-07,8,1,4,4,True,6.289015280586151e-06
Scott Mackin,GREEN_VC,GVC,2.51560611223446e-07,8,1,4,4,True,6.289015280586151e-06
Emma Blackburn,GREEN_VC,GVC,2.51560611223446e-07,8,1,4,4,True,6.289015280586151e-06
MOL Drybulk,TRADITIONAL,GVC,2.5121306074175307e-07,11,2,11,0,False,3.014556728901037e-06
Gershon Miller,GREEN_VC,GVC,2.510320386020797e-07,8,1,4,4,True,6.275800965051992e-06
Drive TLV,GREEN_VC,OTHER,2.510320386020797e-07,8,6,4,4,True,6.275800965051992e-06
IRD Invest,GREEN_VC,GVC,2.507767074094196e-07,3,1,1,2,True,1.5046602444565177e-06
Einar Bodström,GREEN_VC,GVC,2.5063196962790966e-07,9,1,7,2,True,6.015167271069832e-06
Sven Heiligtag,GREEN_VC,GVC,2.5063196962790966e-07,9,1,7,2,True,6.015167271069832e-06
Lund University,TRADITIONAL,University_VC,2.5063196962790966e-07,9,1,8,1,True,4.511375453302374e-06
Assartorps Säteri,GREEN_VC,GVC,2.5063196962790966e-07,9,1,7,2,True,6.015167271069832e-06
Walter & Johanna,TRADITIONAL,OTHER,2.5063196962790966e-07,9,1,8,1,True,4.511375453302374e-06
CITIC Securities,TRADITIONAL,CVC,2.5046331959579054e-07,7,3,4,3,True,5.0092663919158105e-06
Hengjipuye,GREEN_VC,GVC,2.5046331959579054e-07,7,1,3,4,True,5.0092663919158105e-06
Nicolas Dessaigne,TRADITIONAL,OTHER,2.5032511495645706e-07,6,1,2,4,True,3.754876724346856e-06
Julien Lemoine,GREEN_VC,GVC,2.5032511495645706e-07,6,1,1,5,True,3.0039013794774845e-06
Oakley Capital,TRADITIONAL,IVC,2.5032511495645706e-07,6,1,2,4,True,3.754876724346856e-06
Ethereal Ventures,TRADITIONAL,OTHER,2.499823989181714e-07,5,1,3,2,True,2.9997887870180568e-06
StarkWare,GREEN_VC,OTHER,2.499823989181714e-07,5,1,2,3,True,2.9997887870180568e-06
